"SURVEY_ID","CUSTOMER_ID","PRODUCT_ID","SURVEY_DATE","SURVEY_CHANNEL","SURVEY_VERSION","COMPLETION_STATUS","CUSTOMER_AGE_RANGE","CUSTOMER_GENDER","CUSTOMER_LOCATION","CUSTOMER_SEGMENT","PRODUCT_NAME","PRODUCT_CATEGORY","PRODUCT_SUBCATEGORY","PRODUCT_PRICE","PURCHASE_DATE","OVERALL_SATISFACTION","PRODUCT_QUALITY_RATING","VALUE_FOR_MONEY_RATING","DELIVERY_RATING","CUSTOMER_SERVICE_RATING","EASE_OF_USE_RATING","NPS_SCORE","WOULD_RECOMMEND","WOULD_PURCHASE_AGAIN","MEETS_EXPECTATIONS","REVIEW_TEXT","POSITIVE_FEEDBACK","NEGATIVE_FEEDBACK","IMPROVEMENT_SUGGESTIONS","ADDITIONAL_COMMENTS","TIME_TO_COMPLETE_SECONDS","SURVEY_SOURCE"
"SUR0451","CUST0451","PROD001","2024-12-06 21:51:00","web","v2.1","partial","18-24","Non-binary","Boston, MA","vip","Reversible Mat 5mm","Accessories","Yoga Equipment",88.0,"2024-11-15",5.0,5.0,"",5.0,"",5.0,3.0,"",True,"","These are perfect! moisture-wicking technology and great for hiking.","","","","",114,"app_notification"
"SUR0452","CUST0452","PROD002","2024-03-22 08:35:00","email","v2.1","partial","35-44","Male","Omaha, NE","at_risk","Swiftly Tech Short Sleeve 2.0","Women's Tops","Shirts",68.0,"2024-03-19",4.0,5.0,"",5.0,"",3.0,9.0,"",True,"","Perfect for travel! amazing quality and fits perfectly.","Exceeded all expectations","","","",67,"app_notification"
"SUR0453","CUST0453","PROD003","2024-03-15 11:13:00","email","v2.1","abandoned","25-34","Non-binary","Miami, FL","new","City Adventurer Backpack 17L","Accessories","Bags",148.0,"2024-02-22","","","","","","","","","","","","","","","",19,"post_purchase"
"SUR0454","CUST0454","PROD004","2024-07-11 14:43:00","mobile","v2.1","completed","18-24","Female","Detroit, MI","at_risk","Align High-Rise Short 6""","Women's Bottoms","Shorts",68.0,"2024-06-24",4.0,5.0,3.0,3.0,5.0,5.0,9.0,True,True,True,"These are amazing! So comfortable and perfect for gym sessions.","Excellent construction and durability","","Consider adding pockets","",236,"post_purchase"
"SUR0455","CUST0455","PROD005","2024-11-30 19:24:00","email","v2.1","abandoned","18-24","Male","Miami, FL","at_risk","Flow Y Bra","Women's Intimates","Sports Bras",52.0,"2024-11-18","","","","","","","","","","","","","","","",17,"app_notification"
"SUR0456","CUST0456","PROD006","2024-02-12 09:31:00","email","v2.1","abandoned","55-64","Female","Los Angeles, CA","at_risk","Wunder Puff Jacket","Women's Outerwear","Jackets",248.0,"2024-01-17","","","","","","","","","","","","","","","",34,"post_purchase"
"SUR0457","CUST0457","PROD007","2024-09-04 18:44:00","email","v2.1","completed","35-44","Non-binary","Dallas, TX","new","All Yours Tee","Women's Tops","Shirts",68.0,"2024-08-22",5.0,4.0,4.0,5.0,5.0,5.0,10.0,True,True,True,"Love the lightweight feel! Perfect for running.","Amazing comfort and style","","","",272,"email_campaign"
"SUR0458","CUST0458","PROD008","2024-12-03 22:07:00","sms","v2.1","partial","55-64","Non-binary","Jacksonville, FL","new","Soft Ambitions High-Rise Short 3""","Women's Bottoms","Shorts",68.0,"2024-12-01",2.0,1.0,1.0,"","",1.0,"",False,False,False,"","","","","",68,"post_purchase"
"SUR0459","CUST0459","PROD009","2024-01-24 16:57:00","mobile","v2.1","abandoned","35-44","Non-binary","Mesa, AZ","at_risk","Everywhere Belt Bag","Accessories","Bags",38.0,"2024-01-01","","","","","","","","","","","","","","","",32,"app_notification"
"SUR0460","CUST0460","PROD010","2024-11-06 16:32:00","web","v2.1","completed","18-24","Non-binary","Chicago, IL","returning","Softstreme High-Rise Pant","Women's Bottoms","Pants",128.0,"2024-10-27",5.0,4.0,3.0,5.0,5.0,4.0,10.0,True,True,True,"Incredible quality! perfect fit and worth every penny.","Perfect fit and feel","","","Love this brand",326,"email_campaign"
"SUR0461","CUST0461","PROD011","2024-07-14 18:57:00","sms","v2.1","abandoned","45-54","Male","Philadelphia, PA","vip","Align High-Rise Short 6""","Women's Bottoms","Shorts",68.0,"2024-06-26","","","","","","","","","","","","","","","",50,"email_campaign"
"SUR0462","CUST0462","PROD012","2024-05-17 18:44:00","sms","v2.1","completed","25-34","Non-binary","Nashville, TN","returning","Wunder Puff Jacket","Women's Outerwear","Jackets",248.0,"2024-04-21",4.0,3.0,4.0,3.0,3.0,4.0,6.0,True,True,True,"Love these! Great quality and versatile style.","Perfect fit and feel","","More color options would be great","",151,"website_popup"
"SUR0463","CUST0463","PROD013","2024-07-04 22:21:00","web","v2.1","completed","35-44","Female","Charlotte, NC","vip","Flow Y Bra","Women's Intimates","Sports Bras",52.0,"2024-06-26",3.0,2.0,1.0,2.0,4.0,4.0,6.0,False,False,True,"They work well but sizing runs a bit small.","","Quality control issues","Improve durability","",337,"app_notification"
"SUR0464","CUST0464","PROD014","2024-11-07 09:57:00","mobile","v2.1","partial","25-34","Male","Tampa, FL","at_risk","Base Pace High-Rise Tight 25""","Women's Bottoms","Leggings",128.0,"2024-10-22",4.0,5.0,2.0,3.0,"",5.0,10.0,"","",True,"Amazing fit! perfect fit and I've already ordered more.","","","","",75,"app_notification"
"SUR0465","CUST0465","PROD015","2024-08-27 16:18:00","email","v2.1","abandoned","45-54","Non-binary","Minneapolis, MN","returning","Commission Pant Classic 32""","Men's Bottoms","Pants",138.0,"2024-08-17","","","","","","","","","","","","","","","",30,"post_purchase"
"SUR0466","CUST0466","PROD016","2024-02-16 18:05:00","web","v2.1","abandoned","25-34","Female","Austin, TX","new","Fast and Free High-Rise Tight 25""","Women's Bottoms","Leggings",128.0,"2024-01-29","","","","","","","","","","","","","","","",10,"website_popup"
"SUR0467","CUST0467","PROD017","2024-08-05 18:32:00","sms","v2.1","completed","25-34","Male","Albuquerque, NM","new","Energy Bra High Neck","Women's Intimates","Sports Bras",58.0,"2024-07-06",5.0,4.0,5.0,5.0,5.0,5.0,9.0,True,True,True,"Love the versatile style! Perfect for gym sessions.","Incredible fabric quality and fit","","","",232,"email_campaign"
"SUR0468","CUST0468","PROD018","2024-12-11 22:56:00","email","v2.1","completed","55-64","Female","Jacksonville, FL","new","Free to Be Serene Bra","Women's Intimates","Sports Bras",52.0,"2024-12-09",4.0,4.0,2.0,4.0,3.0,4.0,7.0,True,True,True,"Love these! Great quality and moisture-wicking technology.","Great design and functionality","","Consider adding pockets","Exceeded my expectations",62,"website_popup"
"SUR0469","CUST0469","PROD019","2024-11-19 17:25:00","sms","v2.1","abandoned","35-44","Non-binary","Tucson, AZ","new","Softstreme High-Rise Pant","Women's Bottoms","Pants",128.0,"2024-11-17","","","","","","","","","","","","","","","",49,"app_notification"
"SUR0470","CUST0470","PROD020","2024-08-23 13:19:00","sms","v2.1","partial","18-24","Female","Detroit, MI","returning","Surge Hybrid Short 7""","Men's Bottoms","Shorts",78.0,"2024-08-19",4.0,5.0,2.0,4.0,"",5.0,7.0,True,True,True,"Love these! Great quality and comfortable all day.","","","","",86,"post_purchase"
"SUR0471","CUST0471","PROD021","2024-03-23 10:22:00","web","v2.1","completed","45-54","Female","Detroit, MI","returning","Like a Cloud Bra","Women's Intimates","Sports Bras",68.0,"2024-03-21",2.0,2.0,2.0,2.0,1.0,1.0,3.0,False,False,False,"Not what I expected. poor fit and uncomfortable.","","Uncomfortable fabric","More size options","",190,"website_popup"
"SUR0472","CUST0472","PROD022","2024-06-15 20:48:00","mobile","v2.1","completed","45-54","Non-binary","Tulsa, OK","at_risk","Flow Y Bra","Women's Intimates","Sports Bras",52.0,"2024-05-20",1.0,1.0,1.0,2.0,1.0,2.0,1.0,False,False,False,"Quality issues. see-through fabric and poor construction.","","Overpriced for the quality","Softer fabric blend","",348,"post_purchase"
"SUR0473","CUST0473","PROD023","2024-09-05 09:48:00","mobile","v2.1","partial","25-34","Non-binary","San Jose, CA","returning","All Yours Tee","Women's Tops","Shirts",68.0,"2024-08-08",3.0,"","",3.0,"","","","",False,True,"","","","","",111,"post_purchase"
"SUR0474","CUST0474","PROD024","2024-03-17 11:07:00","mobile","v2.1","partial","45-54","Female","Seattle, WA","returning","Hotty Hot Short 2.5""","Women's Bottoms","Shorts",68.0,"2024-02-26",2.0,"",2.0,3.0,"","",6.0,False,False,False,"Quality issues. doesn't breathe well and poor construction.","","","","",83,"post_purchase"
"SUR0475","CUST0475","PROD025","2024-05-06 13:57:00","email","v2.1","completed","25-34","Female","New York, NY","new","Base Pace High-Rise Tight 25""","Women's Bottoms","Leggings",128.0,"2024-04-20",3.0,4.0,1.0,3.0,2.0,3.0,7.0,False,False,True,"Good for lounging but fabric could be thicker.","","Fit is not flattering","Improve fabric quality","",193,"website_popup"
"SUR0476","CUST0476","PROD026","2024-06-18 13:47:00","mobile","v2.1","abandoned","35-44","Non-binary","New Orleans, LA","vip","City Adventurer Backpack 17L","Accessories","Bags",148.0,"2024-06-11","","","","","","","","","","","","","","","",15,"website_popup"
"SUR0477","CUST0477","PROD027","2024-02-24 10:40:00","mobile","v2.1","abandoned","55-64","Female","Chicago, IL","returning","Like a Cloud Bra","Women's Intimates","Sports Bras",68.0,"2024-01-25","","","","","","","","","","","","","","","",44,"app_notification"
"SUR0478","CUST0478","PROD028","2024-11-12 13:19:00","web","v2.1","completed","45-54","Female","Mesa, AZ","returning","Energy Bra High Neck","Women's Intimates","Sports Bras",58.0,"2024-10-29",4.0,4.0,4.0,4.0,4.0,4.0,6.0,True,True,True,"Love these! Great quality and comfortable all day.","Perfect fit and feel","","More seasonal colors","",575,"email_campaign"
"SUR0479","CUST0479","PROD029","2024-01-12 10:38:00","mobile","v2.1","abandoned","25-34","Male","Chicago, IL","new","Commission Pant Classic 32""","Men's Bottoms","Pants",138.0,"2023-12-27","","","","","","","","","","","","","","","",42,"app_notification"
"SUR0480","CUST0480","PROD030","2024-02-08 10:28:00","sms","v2.1","abandoned","55-64","Male","Sacramento, CA","at_risk","Free to Be Serene Bra","Women's Intimates","Sports Bras",52.0,"2024-02-01","","","","","","","","","","","","","","","",20,"website_popup"
"SUR0481","CUST0481","PROD031","2024-10-19 11:37:00","email","v2.1","completed","18-24","Non-binary","Baltimore, MD","vip","City Excursion Hoodie","Men's Outerwear","Hoodies",148.0,"2024-09-26",3.0,2.0,1.0,2.0,2.0,4.0,5.0,False,False,True,"They're comfortable but packaging could improve.","","Material feels cheap","Improve fit and comfort","",336,"website_popup"
"SUR0482","CUST0482","PROD032","2024-01-27 18:15:00","email","v2.1","abandoned","25-34","Non-binary","San Diego, CA","new","Reversible Mat 5mm","Accessories","Yoga Equipment",88.0,"2024-01-16","","","","","","","","","","","","","","","",55,"website_popup"
"SUR0483","CUST0483","PROD033","2024-10-08 12:46:00","web","v2.1","abandoned","45-54","Non-binary","Denver, CO","vip","Hotty Hot Short 2.5""","Women's Bottoms","Shorts",68.0,"2024-09-11","","","","","","","","","","","","","","","",56,"post_purchase"
"SUR0484","CUST0484","PROD034","2024-05-23 10:16:00","sms","v2.1","abandoned","55-64","Non-binary","New Orleans, LA","new","Align High-Rise Pant 28""","Women's Bottoms","Leggings",128.0,"2024-04-25","","","","","","","","","","","","","","","",48,"website_popup"
"SUR0485","CUST0485","PROD035","2024-10-09 11:52:00","sms","v2.1","completed","25-34","Male","Seattle, WA","returning","Align Tank","Women's Tops","Tank Tops",58.0,"2024-10-01",4.0,4.0,3.0,3.0,4.0,3.0,9.0,True,True,True,"Amazing fit! perfect fit and I've already ordered more.","Perfect for active lifestyle","","Additional size options","",244,"app_notification"
"SUR0486","CUST0486","PROD036","2024-11-27 12:01:00","web","v2.1","completed","25-34","Female","Memphis, TN","returning","Pace Breaker Short 7""","Men's Bottoms","Shorts",68.0,"2024-11-13",3.0,4.0,2.0,2.0,4.0,4.0,5.0,False,False,True,"They're comfortable but could use better instructions.","","Fit is not flattering","Softer fabric blend","",172,"post_purchase"
"SUR0487","CUST0487","PROD037","2024-01-07 20:53:00","email","v2.1","completed","18-24","Female","San Francisco, CA","new","Wunder Puff Jacket","Women's Outerwear","Jackets",248.0,"2023-12-12",5.0,4.0,5.0,5.0,5.0,5.0,7.0,True,True,True,"Perfect for gym sessions! comfortable all day and fits perfectly.","Exceeded all expectations","","","",374,"post_purchase"
"SUR0488","CUST0488","PROD038","2024-06-18 15:09:00","web","v2.1","completed","18-24","Non-binary","Oakland, CA","vip","ABC Classic-Fit 5 Pocket Pant 32""","Men's Bottoms","Pants",138.0,"2024-06-14",4.0,3.0,4.0,4.0,3.0,3.0,7.0,True,True,True,"Obsessed with these! durable construction and I live in them.","Perfect fit and feel","","Additional size options","",353,"post_purchase"
"SUR0489","CUST0489","PROD039","2024-04-25 22:56:00","sms","v2.1","completed","45-54","Non-binary","Minneapolis, MN","new","At Ease Hoodie","Men's Outerwear","Hoodies",128.0,"2024-04-17",2.0,2.0,1.0,1.0,3.0,2.0,2.0,False,False,False,"Disappointed with fabric feels cheap. Expected more from Lululemon.","","Material feels cheap","More color options","",402,"post_purchase"
"SUR0490","CUST0490","PROD040","2024-11-03 10:43:00","email","v2.1","partial","25-34","Non-binary","Omaha, NE","vip","All Yours Tee","Women's Tops","Shirts",68.0,"2024-10-25",5.0,5.0,"",4.0,"","","","","",True,"Amazing fit! lightweight feel and I've already ordered more.","Perfect fit and feel","","","",65,"post_purchase"
"SUR0491","CUST0491","PROD041","2024-03-15 09:20:00","sms","v2.1","partial","25-34","Male","Detroit, MI","vip","Hotty Hot Short 2.5""","Women's Bottoms","Shorts",68.0,"2024-02-21",5.0,5.0,5.0,"","",5.0,"",True,True,"","These are perfect! breathable fabric and great for work.","","","","",118,"app_notification"
"SUR0492","CUST0492","PROD042","2024-04-22 19:05:00","email","v2.1","abandoned","35-44","Female","Columbus, OH","new","ABC Classic-Fit 5 Pocket Pant 32""","Men's Bottoms","Pants",138.0,"2024-04-17","","","","","","","","","","","","","","","",13,"app_notification"
"SUR0493","CUST0493","PROD043","2024-06-27 13:54:00","sms","v2.1","completed","25-34","Male","Baltimore, MD","returning","Flow Y Bra","Women's Intimates","Sports Bras",52.0,"2024-05-31",3.0,4.0,1.0,2.0,4.0,4.0,5.0,False,False,True,"They're comfortable but could be more durable.","","Uncomfortable fabric","Better quality control","Expected better quality",135,"email_campaign"
"SUR0494","CUST0494","PROD044","2024-09-01 21:38:00","web","v2.1","completed","18-24","Female","Nashville, TN","returning","Align High-Rise Short 6""","Women's Bottoms","Shorts",68.0,"2024-08-31",4.0,4.0,2.0,3.0,4.0,5.0,7.0,True,True,True,"Love the supportive design! Perfect for errands.","Great design and functionality","","Consider adding pockets","",405,"post_purchase"
"SUR0495","CUST0495","PROD045","2024-08-15 20:41:00","web","v2.1","abandoned","18-24","Male","San Diego, CA","returning","City Excursion Hoodie","Men's Outerwear","Hoodies",148.0,"2024-07-26","","","","","","","","","","","","","","","",42,"post_purchase"
"SUR0496","CUST0496","PROD046","2024-03-23 08:25:00","email","v2.1","abandoned","45-54","Non-binary","Minneapolis, MN","vip","All Yours Tee","Women's Tops","Shirts",68.0,"2024-03-09","","","","","","","","","","","","","","","",27,"email_campaign"
"SUR0497","CUST0497","PROD047","2024-02-17 16:24:00","mobile","v2.1","partial","25-34","Male","Colorado Springs, CO","new","Hotty Hot Short 2.5""","Women's Bottoms","Shorts",68.0,"2024-01-21",4.0,3.0,"",4.0,"","","",True,True,True,"Love these! Great quality and stays put during workouts.","Outstanding quality as always","","","",33,"email_campaign"
"SUR0498","CUST0498","PROD048","2024-05-02 12:10:00","email","v2.1","completed","18-24","Female","Columbus, OH","new","Commission Short Sleeve Shirt","Men's Tops","Shirts",128.0,"2024-04-11",5.0,4.0,4.0,4.0,5.0,5.0,7.0,True,True,True,"Amazing fit! buttery soft fabric and I've already ordered more.","Incredible fabric quality and fit","","","",376,"email_campaign"
"SUR0499","CUST0499","PROD049","2024-01-05 13:48:00","sms","v2.1","abandoned","45-54","Non-binary","Fort Worth, TX","vip","Intent Jogger","Men's Bottoms","Joggers",118.0,"2023-12-31","","","","","","","","","","","","","","","",16,"website_popup"
"SUR0500","CUST0500","PROD050","2024-06-18 14:57:00","web","v2.1","abandoned","55-64","Female","Tucson, AZ","returning","Like a Cloud Bra","Women's Intimates","Sports Bras",68.0,"2024-06-02","","","","","","","","","","","","","","","",12,"app_notification"
"SUR0501","CUST0501","PROD001","2024-05-28 10:09:00","mobile","v2.1","completed","45-54","Female","Raleigh, NC","new","At Ease Hoodie","Men's Outerwear","Hoodies",128.0,"2024-05-03",4.0,5.0,4.0,5.0,5.0,5.0,10.0,True,True,True,"Amazing fit! smooth texture and I've already ordered more.","Perfect for active lifestyle","","Maybe a softer fabric version","Highly recommend",501,"email_campaign"
"SUR0502","CUST0502","PROD002","2024-01-21 22:45:00","mobile","v2.1","abandoned","45-54","Female","Columbus, OH","new","Flow Y Bra","Women's Intimates","Sports Bras",52.0,"2024-01-17","","","","","","","","","","","","","","","",19,"app_notification"
"SUR0503","CUST0503","PROD003","2024-06-07 16:55:00","email","v2.1","completed","18-24","Male","San Antonio, TX","at_risk","City Adventurer Backpack 17L","Accessories","Bags",148.0,"2024-06-01",2.0,3.0,1.0,2.0,1.0,1.0,3.0,False,False,False,"Very disappointed. doesn't breathe well and waste of money.","","Doesn't meet expectations","Improve fit and comfort","",512,"website_popup"
"SUR0504","CUST0504","PROD004","2024-11-28 22:08:00","email","v2.1","partial","55-64","Male","Chicago, IL","vip","Align Ribbed High-Rise Pant 25""","Women's Bottoms","Leggings",138.0,"2024-10-31",4.0,4.0,4.0,"","",5.0,"",True,"","","These are amazing! So comfortable and perfect for travel.","","","","",119,"app_notification"
"SUR0505","CUST0505","PROD005","2024-10-14 08:09:00","web","v2.1","completed","35-44","Male","Austin, TX","at_risk","Unlimit High-Rise Tight 25""","Women's Bottoms","Leggings",98.0,"2024-09-16",4.0,3.0,3.0,4.0,4.0,5.0,10.0,True,True,True,"Love these! Great quality and stays put during workouts.","Perfect for active lifestyle","","Extended length options","Perfect for my lifestyle",503,"app_notification"
"SUR0506","CUST0506","PROD006","2024-04-12 14:21:00","mobile","v2.1","abandoned","35-44","Male","Long Beach, CA","at_risk","Fast and Free High-Rise Tight 25""","Women's Bottoms","Leggings",128.0,"2024-04-08","","","","","","","","","","","","","","","",12,"app_notification"
"SUR0507","CUST0507","PROD007","2024-10-06 10:30:00","sms","v2.1","completed","25-34","Male","Kansas City, MO","new","Hotty Hot High-Rise Short 4""","Women's Bottoms","Shorts",68.0,"2024-09-10",4.0,4.0,2.0,3.0,3.0,3.0,9.0,True,True,True,"Incredible quality! versatile style and worth every penny.","Perfect for active lifestyle","","More color options would be great","Love this brand",474,"website_popup"
"SUR0508","CUST0508","PROD008","2024-02-11 12:55:00","email","v2.1","completed","45-54","Male","Fresno, CA","returning","Engineered Warmth Half Zip","Men's Outerwear","Pullovers",128.0,"2024-02-08",5.0,5.0,4.0,5.0,4.0,4.0,9.0,True,True,True,"Amazing fit! comfortable all day and I've already ordered more.","Perfect for active lifestyle","","","",507,"post_purchase"
"SUR0509","CUST0509","PROD009","2024-06-30 22:44:00","web","v2.1","abandoned","45-54","Female","Sacramento, CA","returning","Drysense Tank","Men's Tops","Tank Tops",58.0,"2024-06-19","","","","","","","","","","","","","","","",56,"email_campaign"
"SUR0510","CUST0510","PROD010","2024-06-11 08:09:00","sms","v2.1","partial","25-34","Male","Boston, MA","new","Ebb to Street Tank","Women's Tops","Tank Tops",58.0,"2024-05-27",5.0,"","",5.0,"",4.0,"",True,"","","Best top ever! great stretch and so comfortable.","","","","",116,"post_purchase"
"SUR0511","CUST0511","PROD011","2024-10-22 08:23:00","web","v2.1","abandoned","35-44","Female","Washington, DC","vip","Reversible Mat 5mm","Accessories","Yoga Equipment",88.0,"2024-10-01","","","","","","","","","","","","","","","",36,"app_notification"
"SUR0512","CUST0512","PROD012","2024-07-29 13:22:00","web","v2.1","completed","45-54","Non-binary","Tampa, FL","vip","Commission Short Sleeve Shirt","Men's Tops","Shirts",128.0,"2024-07-15",3.0,4.0,3.0,2.0,4.0,3.0,7.0,False,False,True,"Comfortable fabric but packaging could improve.","","Poor value for money","Improve durability","",161,"app_notification"
"SUR0513","CUST0513","PROD013","2024-02-14 20:53:00","web","v2.1","partial","18-24","Non-binary","Los Angeles, CA","at_risk","Unlimit High-Rise Tight 25""","Women's Bottoms","Leggings",98.0,"2024-01-24",4.0,3.0,"","","",4.0,"",True,"","","These are perfect! perfect length and great for hiking.","","","","",120,"post_purchase"
"SUR0514","CUST0514","PROD014","2024-07-21 08:23:00","email","v2.1","partial","25-34","Non-binary","Denver, CO","vip","Everywhere Belt Bag","Accessories","Bags",38.0,"2024-06-29",3.0,"",1.0,3.0,"","","","",False,True,"They're okay but straps could be wider.","","","","",54,"app_notification"
"SUR0515","CUST0515","PROD015","2024-11-11 18:25:00","mobile","v2.1","partial","55-64","Male","Dallas, TX","at_risk","Base Pace High-Rise Tight 25""","Women's Bottoms","Leggings",128.0,"2024-10-25",2.0,3.0,"",3.0,"","",10.0,"","",False,"Disappointed with fabric feels cheap. Expected more from Lululemon.","","","","",110,"website_popup"
"SUR0516","CUST0516","PROD016","2024-10-30 10:01:00","web","v2.1","abandoned","55-64","Female","Kansas City, MO","at_risk","Perfectly Oversized Crew","Women's Outerwear","Sweatshirts",118.0,"2024-10-15","","","","","","","","","","","","","","","",59,"email_campaign"
"SUR0517","CUST0517","PROD017","2024-07-02 10:15:00","sms","v2.1","partial","25-34","Male","Fort Worth, TX","returning","Wunder Puff Jacket","Women's Outerwear","Jackets",248.0,"2024-06-23",2.0,1.0,"",1.0,"",3.0,2.0,False,"",False,"Overpriced for what you get. see-through fabric.","","","","",32,"post_purchase"
"SUR0518","CUST0518","PROD018","2024-07-30 09:31:00","sms","v2.1","partial","18-24","Female","Omaha, NE","at_risk","Soft Ambitions Crop Crew","Women's Outerwear","Sweatshirts",98.0,"2024-07-04",2.0,1.0,"",1.0,"",2.0,"",False,"",False,"Not what I expected. poor fit and uncomfortable.","","","","",33,"app_notification"
"SUR0519","CUST0519","PROD019","2024-10-01 08:33:00","mobile","v2.1","completed","25-34","Female","Nashville, TN","new","Metal Vent Tech Short Sleeve","Men's Tops","Shirts",78.0,"2024-09-26",3.0,4.0,3.0,2.0,3.0,3.0,7.0,False,False,True,"Good quality but could use pockets.","","Poor value for money","More size options","",567,"website_popup"
"SUR0520","CUST0520","PROD020","2024-08-11 16:25:00","sms","v2.1","completed","35-44","Female","Fort Worth, TX","vip","Groove Super-High-Rise Flared Pant","Women's Bottoms","Pants",128.0,"2024-08-05",5.0,5.0,4.0,5.0,5.0,5.0,10.0,True,True,True,"Incredible quality! lightweight feel and worth every penny.","Outstanding quality as always","","","",452,"website_popup"
"SUR0521","CUST0521","PROD021","2024-08-07 11:36:00","mobile","v2.1","completed","35-44","Non-binary","Phoenix, AZ","at_risk","Surge Hybrid Short 7""","Men's Bottoms","Shorts",78.0,"2024-07-19",4.0,5.0,4.0,5.0,4.0,4.0,6.0,True,True,True,"Perfect for running! smooth texture and fits perfectly.","Outstanding quality as always","","Consider adding pockets","",426,"website_popup"
"SUR0522","CUST0522","PROD022","2024-05-05 09:13:00","web","v2.1","completed","35-44","Male","San Jose, CA","vip","Down For It All Jacket","Women's Outerwear","Jackets",298.0,"2024-04-12",1.0,1.0,1.0,1.0,2.0,1.0,1.0,False,False,False,"Disappointed with see-through fabric. Expected more from Lululemon.","","Poor value for money","Improve durability","Not impressed",165,"website_popup"
"SUR0523","CUST0523","PROD023","2024-10-14 12:45:00","sms","v2.1","partial","18-24","Non-binary","Miami, FL","at_risk","Scuba Oversized Half-Zip Hoodie","Women's Outerwear","Hoodies",118.0,"2024-10-07",2.0,"",1.0,1.0,"",3.0,6.0,False,False,False,"Not impressed. rough texture and not worth the price.","","","","",81,"website_popup"
"SUR0524","CUST0524","PROD024","2024-01-19 22:34:00","web","v2.1","partial","18-24","Male","Miami, FL","new","Drysense Short Sleeve","Men's Tops","Shirts",68.0,"2023-12-23",5.0,"",4.0,5.0,"","","",True,True,"","Love these! Great quality and lightweight feel.","","","","",109,"post_purchase"
"SUR0525","CUST0525","PROD025","2024-02-22 08:14:00","sms","v2.1","completed","18-24","Female","San Antonio, TX","vip","Base Pace High-Rise Tight 25""","Women's Bottoms","Leggings",128.0,"2024-02-19",2.0,2.0,2.0,1.0,3.0,1.0,4.0,False,False,False,"Disappointed with fabric feels cheap. Expected more from Lululemon.","","Poor value for money","Improve fabric quality","Poor value",448,"email_campaign"
"SUR0526","CUST0526","PROD026","2024-05-18 19:10:00","email","v2.1","completed","55-64","Male","San Diego, CA","returning","Hotty Hot Short 2.5""","Women's Bottoms","Shorts",68.0,"2024-04-27",4.0,3.0,4.0,5.0,3.0,5.0,9.0,True,True,True,"Amazing fit! moisture-wicking technology and I've already ordered more.","Outstanding quality as always","","Extended length options","",154,"app_notification"
"SUR0527","CUST0527","PROD027","2024-05-15 20:18:00","mobile","v2.1","abandoned","18-24","Male","Sacramento, CA","returning","Engineered Warmth Half Zip","Men's Outerwear","Pullovers",128.0,"2024-05-12","","","","","","","","","","","","","","","",13,"post_purchase"
"SUR0528","CUST0528","PROD028","2024-04-18 08:42:00","web","v2.1","partial","45-54","Male","Fort Worth, TX","at_risk","Softstreme High-Rise Pant","Women's Bottoms","Pants",128.0,"2024-03-22",4.0,4.0,"",4.0,"","","",True,True,"","These exceeded my expectations! breathable fabric and great value.","Perfect fit and feel","","","",54,"email_campaign"
"SUR0529","CUST0529","PROD029","2024-02-05 12:27:00","mobile","v2.1","partial","35-44","Non-binary","Miami, FL","new","Align High-Rise Short 6""","Women's Bottoms","Shorts",68.0,"2024-01-12",2.0,2.0,1.0,3.0,"",2.0,8.0,False,False,False,"Quality issues. fabric feels cheap and poor construction.","","","","",77,"post_purchase"
"SUR0530","CUST0530","PROD030","2024-02-20 08:41:00","sms","v2.1","completed","45-54","Female","Denver, CO","returning","City Excursion Short 11""","Men's Bottoms","Shorts",88.0,"2024-02-03",4.0,5.0,3.0,3.0,5.0,3.0,7.0,True,True,True,"Obsessed with these! stays put during workouts and I live in them.","Incredible fabric quality and fit","","More color options would be great","",304,"website_popup"
"SUR0531","CUST0531","PROD031","2024-02-03 16:06:00","sms","v2.1","partial","25-34","Non-binary","Oakland, CA","at_risk","Commission Pant Classic 32""","Men's Bottoms","Pants",138.0,"2024-01-26",4.0,"",2.0,3.0,"",4.0,"",True,True,True,"","","","","",69,"post_purchase"
"SUR0532","CUST0532","PROD032","2024-12-18 11:10:00","sms","v2.1","completed","18-24","Female","Jacksonville, FL","vip","Pace Breaker Lined Short 5""","Men's Bottoms","Shorts",68.0,"2024-11-26",4.0,4.0,2.0,3.0,4.0,3.0,7.0,True,True,True,"These are amazing! So comfortable and perfect for travel.","Outstanding quality as always","","Consider adding pockets","",560,"post_purchase"
"SUR0533","CUST0533","PROD033","2024-05-06 15:07:00","mobile","v2.1","abandoned","18-24","Non-binary","Omaha, NE","vip","Wunder Train High-Rise Tight 25""","Women's Bottoms","Leggings",98.0,"2024-04-11","","","","","","","","","","","","","","","",16,"email_campaign"
"SUR0534","CUST0534","PROD034","2024-02-21 12:51:00","email","v2.1","abandoned","35-44","Male","Albuquerque, NM","vip","Like a Cloud Bra","Women's Intimates","Sports Bras",68.0,"2024-02-12","","","","","","","","","","","","","","","",10,"app_notification"
"SUR0535","CUST0535","PROD035","2024-06-29 12:45:00","web","v2.1","partial","55-64","Non-binary","Long Beach, CA","at_risk","License to Train Short 7""","Men's Bottoms","Shorts",78.0,"2024-06-24",5.0,"","",5.0,"",5.0,"","",True,"","Love these! Great quality and moisture-wicking technology.","","","","",116,"post_purchase"
